full_name,self_assessment,performance_rating,goals_for_next_year
name_758,40,Good,Feedback 758
name_759,90,Good,Feedback 759
name_760,13,Needs Improvement,Feedback 760
name_761,16,Excellent,Feedback 761
name_762,25,Excellent,Feedback 762
name_763,29,Needs Improvement,Feedback 763
name_764,61,Good,Feedback 764
name_765,21,Needs Improvement,Feedback 765
name_766,48,Good,Feedback 766
name_767,32,Good,Feedback 767
name_768,19,Excellent,Feedback 768
name_769,91,Needs Improvement,Feedback 769
name_770,33,Needs Improvement,Feedback 770
name_771,76,Needs Improvement,Feedback 771
name_772,30,Excellent,Feedback 772
name_773,52,Needs Improvement,Feedback 773
name_774,3,Needs Improvement,Feedback 774
name_775,10,Needs Improvement,Feedback 775
name_776,43,Needs Improvement,Feedback 776
name_777,43,Needs Improvement,Feedback 777
name_778,57,Excellent,Feedback 778
name_779,22,Needs Improvement,Feedback 779
name_780,30,Needs Improvement,Feedback 780
name_781,61,Excellent,Feedback 781
name_782,22,Excellent,Feedback 782
name_783,43,Excellent,Feedback 783
name_784,81,Needs Improvement,Feedback 784
name_785,94,Needs Improvement,Feedback 785
name_786,23,Good,Feedback 786
name_787,59,Excellent,Feedback 787
name_788,36,Excellent,Feedback 788
name_789,62,Needs Improvement,Feedback 789
name_790,87,Good,Feedback 790
name_791,49,Good,Feedback 791
name_792,10,Needs Improvement,Feedback 792
name_793,96,Good,Feedback 793
name_794,64,Good,Feedback 794
name_795,72,Excellent,Feedback 795
name_796,45,Needs Improvement,Feedback 796
name_797,58,Excellent,Feedback 797
name_798,97,Excellent,Feedback 798
name_799,62,Good,Feedback 799
name_800,87,Excellent,Feedback 800
name_801,85,Excellent,Feedback 801
name_802,65,Good,Feedback 802
name_803,82,Good,Feedback 803
name_804,79,Good,Feedback 804
name_805,15,Needs Improvement,Feedback 805
name_806,42,Excellent,Feedback 806
name_807,85,Needs Improvement,Feedback 807
name_808,65,Good,Feedback 808
name_809,38,Needs Improvement,Feedback 809
name_810,58,Needs Improvement,Feedback 810
name_811,32,Excellent,Feedback 811
name_812,5,Good,Feedback 812
name_813,94,Good,Feedback 813
name_814,82,Excellent,Feedback 814
name_815,46,Good,Feedback 815
name_816,100,Excellent,Feedback 816
name_817,13,Needs Improvement,Feedback 817
name_818,87,Needs Improvement,Feedback 818
name_819,72,Good,Feedback 819
name_820,71,Excellent,Feedback 820
name_821,19,Good,Feedback 821
name_822,3,Good,Feedback 822
name_823,89,Needs Improvement,Feedback 823
name_824,74,Needs Improvement,Feedback 824
name_825,45,Needs Improvement,Feedback 825
name_826,78,Excellent,Feedback 826
name_827,5,Needs Improvement,Feedback 827
name_828,36,Needs Improvement,Feedback 828
name_829,66,Good,Feedback 829
name_830,94,Good,Feedback 830
name_831,53,Good,Feedback 831
name_832,25,Needs Improvement,Feedback 832
name_833,69,Good,Feedback 833
name_834,38,Needs Improvement,Feedback 834
name_835,83,Good,Feedback 835
name_836,79,Excellent,Feedback 836
name_837,59,Good,Feedback 837
name_838,11,Excellent,Feedback 838
name_839,25,Excellent,Feedback 839
name_840,92,Needs Improvement,Feedback 840
name_841,98,Excellent,Feedback 841
name_842,2,Needs Improvement,Feedback 842
name_843,21,Excellent,Feedback 843
name_844,48,Good,Feedback 844
name_845,71,Good,Feedback 845
name_846,46,Good,Feedback 846
name_847,63,Good,Feedback 847
name_848,91,Needs Improvement,Feedback 848
name_849,45,Excellent,Feedback 849
name_850,59,Needs Improvement,Feedback 850
name_851,27,Needs Improvement,Feedback 851
name_852,62,Excellent,Feedback 852
name_853,21,Good,Feedback 853
name_854,10,Good,Feedback 854
name_855,35,Needs Improvement,Feedback 855
name_856,77,Excellent,Feedback 856
name_857,29,Excellent,Feedback 857
name_858,77,Needs Improvement,Feedback 858
name_859,61,Needs Improvement,Feedback 859
name_860,98,Good,Feedback 860
name_861,19,Needs Improvement,Feedback 861
name_862,70,Excellent,Feedback 862
name_863,83,Needs Improvement,Feedback 863
name_864,18,Excellent,Feedback 864
name_865,26,Excellent,Feedback 865
name_866,20,Needs Improvement,Feedback 866
name_867,72,Needs Improvement,Feedback 867
name_868,28,Good,Feedback 868
name_869,74,Good,Feedback 869
name_870,62,Needs Improvement,Feedback 870
name_871,24,Good,Feedback 871
name_872,36,Needs Improvement,Feedback 872
name_873,65,Excellent,Feedback 873
name_874,35,Good,Feedback 874
name_875,78,Excellent,Feedback 875
name_876,95,Good,Feedback 876
name_877,64,Excellent,Feedback 877
name_878,54,Excellent,Feedback 878
name_879,76,Good,Feedback 879
name_880,18,Good,Feedback 880
name_881,33,Needs Improvement,Feedback 881
name_882,60,Good,Feedback 882
name_883,6,Excellent,Feedback 883
name_884,30,Needs Improvement,Feedback 884
name_885,97,Needs Improvement,Feedback 885
name_886,14,Needs Improvement,Feedback 886
name_887,87,Needs Improvement,Feedback 887
name_888,64,Excellent,Feedback 888
name_889,14,Excellent,Feedback 889
name_890,36,Excellent,Feedback 890
name_891,46,Good,Feedback 891
name_892,49,Needs Improvement,Feedback 892
name_893,81,Good,Feedback 893
name_894,10,Excellent,Feedback 894
name_895,71,Excellent,Feedback 895
name_896,48,Excellent,Feedback 896
name_897,11,Needs Improvement,Feedback 897
name_898,82,Good,Feedback 898
name_899,88,Good,Feedback 899
name_900,45,Good,Feedback 900
name_901,70,Good,Feedback 901
name_902,42,Needs Improvement,Feedback 902
name_903,48,Excellent,Feedback 903
name_904,61,Excellent,Feedback 904
name_905,77,Needs Improvement,Feedback 905
name_906,48,Needs Improvement,Feedback 906
name_907,46,Good,Feedback 907
name_908,28,Excellent,Feedback 908
name_909,49,Excellent,Feedback 909
name_910,4,Needs Improvement,Feedback 910
name_911,62,Good,Feedback 911
name_912,56,Good,Feedback 912
name_913,72,Good,Feedback 913
name_914,20,Good,Feedback 914
name_915,8,Needs Improvement,Feedback 915
name_916,76,Needs Improvement,Feedback 916
name_917,21,Needs Improvement,Feedback 917
name_918,82,Excellent,Feedback 918
name_919,14,Excellent,Feedback 919
name_920,79,Excellent,Feedback 920
name_921,94,Excellent,Feedback 921
name_922,49,Good,Feedback 922
name_923,5,Excellent,Feedback 923
name_924,40,Good,Feedback 924
name_925,16,Excellent,Feedback 925
name_926,19,Needs Improvement,Feedback 926
name_927,19,Needs Improvement,Feedback 927
name_928,65,Good,Feedback 928
name_929,51,Good,Feedback 929
name_930,98,Needs Improvement,Feedback 930
name_931,89,Good,Feedback 931
name_932,84,Excellent,Feedback 932
name_933,80,Good,Feedback 933
name_934,76,Needs Improvement,Feedback 934
name_935,44,Good,Feedback 935
name_936,63,Needs Improvement,Feedback 936
name_937,67,Excellent,Feedback 937
name_938,76,Excellent,Feedback 938
name_939,66,Good,Feedback 939
name_940,48,Good,Feedback 940
name_941,26,Good,Feedback 941
name_942,35,Excellent,Feedback 942
name_943,50,Excellent,Feedback 943
name_944,31,Good,Feedback 944
name_945,78,Good,Feedback 945
name_946,34,Excellent,Feedback 946
name_947,74,Good,Feedback 947
name_948,62,Good,Feedback 948
name_949,78,Good,Feedback 949
name_950,28,Good,Feedback 950
name_951,11,Needs Improvement,Feedback 951
name_952,76,Excellent,Feedback 952
name_953,4,Good,Feedback 953
name_954,75,Needs Improvement,Feedback 954
name_955,78,Good,Feedback 955
name_956,29,Excellent,Feedback 956
name_957,10,Excellent,Feedback 957
name_958,16,Good,Feedback 958
name_959,11,Excellent,Feedback 959
name_960,31,Good,Feedback 960
name_961,39,Good,Feedback 961
name_962,72,Needs Improvement,Feedback 962
name_963,28,Excellent,Feedback 963
name_964,51,Needs Improvement,Feedback 964
name_965,14,Good,Feedback 965
name_966,54,Needs Improvement,Feedback 966
name_967,41,Good,Feedback 967
name_968,98,Good,Feedback 968
name_969,62,Needs Improvement,Feedback 969
name_970,1,Needs Improvement,Feedback 970
name_971,30,Good,Feedback 971
name_972,42,Excellent,Feedback 972
name_973,75,Needs Improvement,Feedback 973
name_974,39,Excellent,Feedback 974
name_975,65,Excellent,Feedback 975
name_976,98,Good,Feedback 976
name_977,7,Needs Improvement,Feedback 977
name_978,26,Needs Improvement,Feedback 978
name_979,63,Good,Feedback 979
name_980,36,Needs Improvement,Feedback 980
name_981,65,Needs Improvement,Feedback 981
name_982,87,Good,Feedback 982
name_983,18,Excellent,Feedback 983
name_984,56,Good,Feedback 984
name_985,9,Excellent,Feedback 985
name_986,69,Needs Improvement,Feedback 986
name_987,12,Needs Improvement,Feedback 987
name_988,15,Needs Improvement,Feedback 988
name_989,92,Needs Improvement,Feedback 989
name_990,36,Good,Feedback 990
name_991,94,Good,Feedback 991
name_992,76,Excellent,Feedback 992
name_993,44,Excellent,Feedback 993
name_994,80,Good,Feedback 994
name_995,77,Good,Feedback 995
name_996,63,Needs Improvement,Feedback 996
name_997,86,Excellent,Feedback 997
name_998,5,Excellent,Feedback 998
name_999,61,Needs Improvement,Feedback 999
name_1000,40,Good,Feedback 1000
name_1001,43,Needs Improvement,Feedback 1001
name_1002,59,Good,Feedback 1002
name_1003,46,Needs Improvement,Feedback 1003
name_1004,99,Needs Improvement,Feedback 1004
name_1005,36,Needs Improvement,Feedback 1005
name_1006,36,Excellent,Feedback 1006
name_1007,98,Needs Improvement,Feedback 1007
name_1008,98,Needs Improvement,Feedback 1008
name_1009,7,Good,Feedback 1009
name_1010,89,Good,Feedback 1010
name_1011,8,Good,Feedback 1011
name_1012,74,Needs Improvement,Feedback 1012
name_1013,22,Good,Feedback 1013
name_1014,95,Excellent,Feedback 1014
name_1015,100,Needs Improvement,Feedback 1015
name_1016,82,Good,Feedback 1016
name_1017,86,Needs Improvement,Feedback 1017
name_1018,100,Good,Feedback 1018
name_1019,22,Excellent,Feedback 1019
name_1020,31,Good,Feedback 1020
name_1021,63,Good,Feedback 1021
name_1022,58,Excellent,Feedback 1022
name_1023,99,Needs Improvement,Feedback 1023
name_1024,39,Excellent,Feedback 1024
name_1025,87,Needs Improvement,Feedback 1025
name_1026,12,Excellent,Feedback 1026
name_1027,25,Needs Improvement,Feedback 1027
name_1028,60,Excellent,Feedback 1028
name_1029,45,Excellent,Feedback 1029
name_1030,31,Needs Improvement,Feedback 1030
name_1031,60,Needs Improvement,Feedback 1031
name_1032,77,Good,Feedback 1032
name_1033,62,Excellent,Feedback 1033
name_1034,30,Excellent,Feedback 1034
name_1035,94,Needs Improvement,Feedback 1035
name_1036,86,Excellent,Feedback 1036
name_1037,22,Excellent,Feedback 1037
name_1038,93,Needs Improvement,Feedback 1038
name_1039,10,Good,Feedback 1039
name_1040,39,Needs Improvement,Feedback 1040
name_1041,74,Needs Improvement,Feedback 1041
name_1042,15,Good,Feedback 1042
name_1043,24,Good,Feedback 1043
name_1044,37,Needs Improvement,Feedback 1044
name_1045,59,Good,Feedback 1045
name_1046,75,Needs Improvement,Feedback 1046
name_1047,71,Needs Improvement,Feedback 1047
name_1048,92,Good,Feedback 1048
name_1049,84,Good,Feedback 1049
name_1050,68,Needs Improvement,Feedback 1050
name_1051,33,Needs Improvement,Feedback 1051
name_1052,36,Good,Feedback 1052
name_1053,59,Needs Improvement,Feedback 1053
name_1054,81,Needs Improvement,Feedback 1054
name_1055,8,Excellent,Feedback 1055
name_1056,74,Needs Improvement,Feedback 1056
name_1057,88,Excellent,Feedback 1057
name_1058,44,Needs Improvement,Feedback 1058
name_1059,53,Good,Feedback 1059
name_1060,42,Excellent,Feedback 1060
name_1061,100,Excellent,Feedback 1061
name_1062,91,Needs Improvement,Feedback 1062
name_1063,79,Needs Improvement,Feedback 1063
name_1064,77,Needs Improvement,Feedback 1064
name_1065,81,Needs Improvement,Feedback 1065
name_1066,64,Needs Improvement,Feedback 1066
name_1067,72,Needs Improvement,Feedback 1067
name_1068,69,Good,Feedback 1068
name_1069,81,Excellent,Feedback 1069
name_1070,56,Excellent,Feedback 1070
name_1071,72,Excellent,Feedback 1071
name_1072,48,Good,Feedback 1072
name_1073,24,Good,Feedback 1073
name_1074,78,Needs Improvement,Feedback 1074
name_1075,50,Excellent,Feedback 1075
name_1076,97,Excellent,Feedback 1076
name_1077,84,Excellent,Feedback 1077
name_1078,52,Good,Feedback 1078
name_1079,11,Good,Feedback 1079
name_1080,7,Excellent,Feedback 1080
name_1081,86,Excellent,Feedback 1081
name_1082,95,Good,Feedback 1082
name_1083,21,Good,Feedback 1083
name_1084,12,Needs Improvement,Feedback 1084
name_1085,96,Good,Feedback 1085
name_1086,15,Needs Improvement,Feedback 1086
name_1087,7,Needs Improvement,Feedback 1087
name_1088,79,Good,Feedback 1088
name_1089,80,Excellent,Feedback 1089
name_1090,63,Excellent,Feedback 1090
name_1091,32,Needs Improvement,Feedback 1091
name_1092,83,Excellent,Feedback 1092
name_1093,42,Needs Improvement,Feedback 1093
name_1094,28,Needs Improvement,Feedback 1094
name_1095,92,Good,Feedback 1095
name_1096,25,Needs Improvement,Feedback 1096
name_1097,3,Excellent,Feedback 1097
name_1098,16,Excellent,Feedback 1098
name_1099,21,Excellent,Feedback 1099
name_1100,35,Good,Feedback 1100
name_1101,9,Needs Improvement,Feedback 1101
name_1102,67,Good,Feedback 1102
name_1103,71,Excellent,Feedback 1103
name_1104,72,Excellent,Feedback 1104
name_1105,11,Excellent,Feedback 1105
name_1106,22,Needs Improvement,Feedback 1106
name_1107,40,Needs Improvement,Feedback 1107
name_1108,62,Excellent,Feedback 1108
name_1109,33,Needs Improvement,Feedback 1109
name_1110,56,Good,Feedback 1110
name_1111,17,Needs Improvement,Feedback 1111
name_1112,48,Excellent,Feedback 1112
name_1113,69,Excellent,Feedback 1113
name_1114,75,Excellent,Feedback 1114
name_1115,21,Needs Improvement,Feedback 1115
name_1116,3,Needs Improvement,Feedback 1116
name_1117,84,Needs Improvement,Feedback 1117
name_1118,15,Good,Feedback 1118
name_1119,39,Excellent,Feedback 1119
name_1120,24,Needs Improvement,Feedback 1120
name_1121,84,Excellent,Feedback 1121
name_1122,14,Good,Feedback 1122
name_1123,87,Excellent,Feedback 1123
name_1124,90,Excellent,Feedback 1124
name_1125,82,Excellent,Feedback 1125
name_1126,14,Excellent,Feedback 1126
name_1127,63,Good,Feedback 1127
name_1128,49,Good,Feedback 1128
name_1129,89,Excellent,Feedback 1129
name_1130,14,Needs Improvement,Feedback 1130
name_1131,61,Needs Improvement,Feedback 1131
name_1132,83,Excellent,Feedback 1132
name_1133,28,Good,Feedback 1133
name_1134,40,Excellent,Feedback 1134
name_1135,69,Needs Improvement,Feedback 1135
name_1136,45,Needs Improvement,Feedback 1136
name_1137,44,Needs Improvement,Feedback 1137
name_1138,42,Excellent,Feedback 1138
name_1139,41,Needs Improvement,Feedback 1139
name_1140,7,Excellent,Feedback 1140
name_1141,77,Needs Improvement,Feedback 1141
name_1142,57,Needs Improvement,Feedback 1142
name_1143,49,Good,Feedback 1143
name_1144,60,Good,Feedback 1144
name_1145,3,Needs Improvement,Feedback 1145
name_1146,47,Excellent,Feedback 1146
name_1147,86,Good,Feedback 1147
name_1148,68,Excellent,Feedback 1148
name_1149,19,Needs Improvement,Feedback 1149
name_1150,36,Good,Feedback 1150
name_1151,19,Excellent,Feedback 1151
name_1152,15,Excellent,Feedback 1152
name_1153,75,Needs Improvement,Feedback 1153
name_1154,23,Excellent,Feedback 1154
name_1155,12,Excellent,Feedback 1155
name_1156,32,Needs Improvement,Feedback 1156
name_1157,3,Needs Improvement,Feedback 1157
name_1158,43,Good,Feedback 1158
name_1159,79,Needs Improvement,Feedback 1159
name_1160,42,Excellent,Feedback 1160
name_1161,5,Needs Improvement,Feedback 1161
name_1162,32,Excellent,Feedback 1162
name_1163,86,Needs Improvement,Feedback 1163
name_1164,50,Good,Feedback 1164
name_1165,78,Needs Improvement,Feedback 1165
name_1166,90,Needs Improvement,Feedback 1166
name_1167,75,Needs Improvement,Feedback 1167
name_1168,5,Needs Improvement,Feedback 1168
name_1169,56,Good,Feedback 1169
name_1170,59,Good,Feedback 1170
name_1171,78,Needs Improvement,Feedback 1171
name_1172,58,Needs Improvement,Feedback 1172
name_1173,93,Good,Feedback 1173
name_1174,2,Good,Feedback 1174
name_1175,21,Needs Improvement,Feedback 1175
name_1176,93,Excellent,Feedback 1176
name_1177,5,Good,Feedback 1177
name_1178,2,Needs Improvement,Feedback 1178
name_1179,19,Excellent,Feedback 1179
name_1180,21,Excellent,Feedback 1180
name_1181,56,Excellent,Feedback 1181
name_1182,54,Good,Feedback 1182
name_1183,78,Excellent,Feedback 1183
name_1184,71,Good,Feedback 1184
name_1185,58,Good,Feedback 1185
name_1186,21,Needs Improvement,Feedback 1186
name_1187,13,Needs Improvement,Feedback 1187
name_1188,95,Good,Feedback 1188
name_1189,82,Excellent,Feedback 1189
name_1190,55,Needs Improvement,Feedback 1190
name_1191,33,Excellent,Feedback 1191
name_1192,85,Excellent,Feedback 1192
name_1193,71,Needs Improvement,Feedback 1193
name_1194,63,Excellent,Feedback 1194
name_1195,6,Needs Improvement,Feedback 1195
name_1196,11,Excellent,Feedback 1196
name_1197,97,Good,Feedback 1197
name_1198,30,Needs Improvement,Feedback 1198
name_1199,94,Excellent,Feedback 1199
name_1200,7,Needs Improvement,Feedback 1200
name_1201,77,Excellent,Feedback 1201
name_1202,81,Good,Feedback 1202
name_1203,76,Good,Feedback 1203
name_1204,37,Needs Improvement,Feedback 1204
name_1205,52,Needs Improvement,Feedback 1205
name_1206,24,Excellent,Feedback 1206
name_1207,34,Good,Feedback 1207
name_1208,21,Excellent,Feedback 1208
name_1209,76,Excellent,Feedback 1209
name_1210,98,Excellent,Feedback 1210
name_1211,95,Good,Feedback 1211
name_1212,49,Excellent,Feedback 1212
name_1213,36,Needs Improvement,Feedback 1213
name_1214,15,Good,Feedback 1214
name_1215,70,Good,Feedback 1215
name_1216,9,Needs Improvement,Feedback 1216
name_1217,82,Excellent,Feedback 1217
name_1218,36,Excellent,Feedback 1218
name_1219,91,Good,Feedback 1219
name_1220,28,Excellent,Feedback 1220
name_1221,37,Excellent,Feedback 1221
name_1222,80,Excellent,Feedback 1222
name_1223,48,Excellent,Feedback 1223
name_1224,78,Excellent,Feedback 1224
name_1225,80,Good,Feedback 1225
name_1226,15,Excellent,Feedback 1226
name_1227,88,Good,Feedback 1227
name_1228,68,Good,Feedback 1228
name_1229,68,Needs Improvement,Feedback 1229
name_1230,43,Excellent,Feedback 1230
name_1231,42,Good,Feedback 1231
name_1232,92,Excellent,Feedback 1232
name_1233,38,Needs Improvement,Feedback 1233
name_1234,66,Excellent,Feedback 1234
name_1235,85,Needs Improvement,Feedback 1235
name_1236,23,Good,Feedback 1236
